int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	string	string	string	int	int
50106	魂兵	50105	2	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	313	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.1%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.1%</color>的技能伤害	被动技能	0	0
50107	魂兵	50105	3	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	497	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.4%</color>的技能伤害	被动技能	0	0
50108	魂兵	50105	4	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	727	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.7%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>1.7%</color>的技能伤害	被动技能	0	0
50109	魂兵	50105	5	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	1003	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2%</color>的技能伤害	被动技能	0	0
50110	魂兵	50105	6	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	1325	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2.4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2.4%</color>的技能伤害	被动技能	0	0
50111	魂兵	50105	7	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	1693	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2.8%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>2.8%</color>的技能伤害	被动技能	0	0
50112	魂兵	50105	8	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	2107	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>3.2%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>3.2%</color>的技能伤害	被动技能	0	0
50113	魂兵	50105	9	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	2567	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>3.6%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>3.6%</color>的技能伤害	被动技能	0	0
50114	魂兵	50105	10	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	3073	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>4%</color>的技能伤害	被动技能	0	0
50115	魂兵	50105	11	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	3625	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>4.6%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>4.6%</color>的技能伤害	被动技能	0	0
50116	魂兵	50105	12	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	4223	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>5.2%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>5.2%</color>的技能伤害	被动技能	0	0
50117	魂兵	50105	13	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	4867	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>5.8%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>5.8%</color>的技能伤害	被动技能	0	0
50118	魂兵	50105	14	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	5557	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>6.4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>6.4%</color>的技能伤害	被动技能	0	0
50119	魂兵	50105	15	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	6293	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>7%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>7%</color>的技能伤害	被动技能	0	0
50120	魂兵	50105	16	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	7076	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>7.7%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>7.7%</color>的技能伤害	被动技能	0	0
50121	魂兵	50105	17	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	7905	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>8.4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>8.4%</color>的技能伤害	被动技能	0	0
50122	魂兵	50105	18	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	8780	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>9.1%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>9.1%</color>的技能伤害	被动技能	0	0
50123	魂兵	50105	19	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	9701	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>9.8%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>9.8%</color>的技能伤害	被动技能	0	0
50124	魂兵	50105	20	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	10668	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>10.5%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>10.5%</color>的技能伤害	被动技能	0	0
50125	魂兵	50105	21	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	11681	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>11.4%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>11.4%</color>的技能伤害	被动技能	0	0
50126	魂兵	50105	22	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	12740	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>12.3%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>12.3%</color>的技能伤害	被动技能	0	0
50127	魂兵	50105	23	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	13845	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>13.2%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>13.2%</color>的技能伤害	被动技能	0	0
50128	魂兵	50105	24	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	14996	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>14.1%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>14.1%</color>的技能伤害	被动技能	0	0
50129	魂兵	50105	25	25	2	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50100	0	220	16193	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>15%</color>的技能伤害	增加皓月腾空穿戴的珍品件数*<color=#109d06FF>15%</color>的技能伤害	被动技能	0	0
50135	飓风	50135	1	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	360	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	500	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>3.6%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>3.6%</color>技能伤害	被动技能	0	0
50136	飓风	50135	2	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	720	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	1063	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>7.2%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>7.2%</color>技能伤害	被动技能	0	0
50137	飓风	50135	3	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1080	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	1689	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>10.8%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>10.8%</color>技能伤害	被动技能	0	0
50138	飓风	50135	4	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1440	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	2471	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>14.4%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>14.4%</color>技能伤害	被动技能	0	0
50139	飓风	50135	5	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1800	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	3409	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>18%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>18%</color>技能伤害	被动技能	0	0
50140	飓风	50135	6	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	2340	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	4504	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>23.4%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>23.4%</color>技能伤害	被动技能	0	0
50141	飓风	50135	7	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	2880	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	5755	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>28.8%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>28.8%</color>技能伤害	被动技能	0	0
50142	飓风	50135	8	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	3420	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	7163	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>34.2%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>34.2%</color>技能伤害	被动技能	0	0
50143	飓风	50135	9	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	3960	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	8727	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>39.6%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>39.6%</color>技能伤害	被动技能	0	0
50144	飓风	50135	10	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	4500	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	10447	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>45%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>45%</color>技能伤害	被动技能	0	0
50145	飓风	50135	11	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	5220	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	12324	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>52.2%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>52.2%</color>技能伤害	被动技能	0	0
50146	飓风	50135	12	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	5940	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	14357	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>59.4%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>59.4%</color>技能伤害	被动技能	0	0
50147	飓风	50135	13	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	6660	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	16546	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>66.6%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>66.6%</color>技能伤害	被动技能	0	0
50148	飓风	50135	14	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	7380	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	18892	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>73.8%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>73.8%</color>技能伤害	被动技能	0	0
50149	飓风	50135	15	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	8100	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	21394	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>81%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>81%</color>技能伤害	被动技能	0	0
50150	飓风	50135	16	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	9000	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	24053	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>90%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>90%</color>技能伤害	被动技能	0	0
50151	飓风	50135	17	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	9900	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	26868	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>99%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>99%</color>技能伤害	被动技能	0	0
50152	飓风	50135	18	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	10800	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	29839	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>108%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>108%</color>技能伤害	被动技能	0	0
50153	飓风	50135	19	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	11700	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	32967	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>117%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>117%</color>技能伤害	被动技能	0	0
50154	飓风	50135	20	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	12600	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	36251	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>126%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>126%</color>技能伤害	被动技能	0	0
50155	飓风	50135	21	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	13680	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	39691	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>136.8%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>136.8%</color>技能伤害	被动技能	0	0
50156	飓风	50135	22	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	14760	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	43288	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>147.6%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>147.6%</color>技能伤害	被动技能	0	0
50157	飓风	50135	23	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	15840	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	47041	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>158.4%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>158.4%</color>技能伤害	被动技能	0	0
50158	飓风	50135	24	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	16920	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	50951	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>169.2%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>169.2%</color>技能伤害	被动技能	0	0
50159	飓风	50135	25	25	2	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	18000	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50105	15	220	55017	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	50135	TB_JN_ZD_50100	-	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>180%</color>技能伤害	使用皓月腾空时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>180%</color>技能伤害	被动技能	0	0
50165	狂暴	50165	1	25	2	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	20	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	50135	15	220	988	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
50166	狂暴	50165	2	25	2	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	40	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	50135	15	220	2099	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
50167	狂暴	50165	3	25	2	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	60	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	50135	15	220	3334	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
50168	狂暴	50165	4	25	2	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	80	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	50135	15	220	4816	0	0	0	0	0	4	0	50100	0	0	0	0	0	0	0	TB_JN_ZD_50100	-	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月腾空后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
