int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	int	string	string	int 	int 	int 	int 	string	int	int	int	int	int[]	string
2258	1	活跃测试礼包	81	0	0	999	230	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得3500仙玉充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2259	1	活跃测试礼包	81	0	0	999	240	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得4000仙玉充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2260	1	活跃测试礼包	81	0	0	999	250	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得5000仙玉充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2261	1	活跃测试礼包	81	0	0	999	200	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得4000仙玉充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2262	1	活跃测试礼包	81	0	0	999	250	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得5000仙玉充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2263	1	渡劫助战礼包	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_3	2	开启宝箱后获得：</r><color=#35e122>高级生命神兵石*1</color></r></r><color=#31cefb>获取途径:</color></r>帮助盟友渡劫成功	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		礼包
2264	1	渡劫助战礼包	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_3	2	开启宝箱后获得：</r><color=#35e122>中级生命神兵石*3</color></r></r><color=#31cefb>获取途径:</color></r>帮助盟友渡劫成功	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		礼包
2265	1	渡劫助战礼包	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_3	2	开启宝箱后获得：</r><color=#35e122>中级生命神兵石*2</color></r></r><color=#31cefb>获取途径:</color></r>帮助盟友渡劫成功	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		礼包
2266	1	渡劫助战礼包	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_3	2	开启宝箱后获得：</r><color=#35e122>中级生命神兵石*1</color></r></r><color=#31cefb>获取途径:</color></r>帮助盟友渡劫成功	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		礼包
2267	1	渡劫助战礼包	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_3	2	开启宝箱后获得：</r><color=#35e122>初级生命神兵石*3</color></r></r><color=#31cefb>获取途径:</color></r>帮助盟友渡劫成功	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		礼包
2268	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2269	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2270	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2271	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2272	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2273	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2274	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2275	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2276	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2277	1	每日符印宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	打开可以获得6~8个品质随机的符印	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2278	1	绝版武器宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_wq	2	开启宝箱后根据职业选择<color=#35e122>绝版武器</color>一件：</r><color=#35e122>9阶戮仙主手武器</r>9阶戮仙副手武器</color></r></r><color=#31cefb>获取途径:</color></r>仙盟联赛连胜3轮的仙盟	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2279	1	联赛5阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_5	2	开启宝箱,选择5阶2星红色防具一件</r>龙魂：<color=#35e122>寒沁铁鞋、寒沁腿甲、寒沁虎符、寒沁战袍、寒沁缨冠、寒沁战袍</color></r>灵瑶：<color=#35e122>紫霄发簪、紫霄道袍、紫霄道袍、紫霄长绦、紫霄朱裳、紫霄云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2280	1	联赛5阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_5	2	开启宝箱,选择5阶3星红色防具一件</r>龙魂：<color=#35e122>寒沁铁鞋、寒沁腿甲、寒沁虎符、寒沁战袍、寒沁缨冠、寒沁战袍</color></r>灵瑶：<color=#35e122>紫霄发簪、紫霄道袍、紫霄道袍、紫霄长绦、紫霄朱裳、紫霄云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2281	1	联赛6阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_6	2	开启宝箱,选择6阶2星红色防具一件</r>龙魂：<color=#35e122>血月缨冠、血月战袍、血月战袍、血月虎符、血月腿甲、血月铁鞋</color></r>灵瑶：<color=#35e122>乾元发簪、乾元道袍、乾元道袍、乾元长绦、乾元朱裳、乾元云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2282	1	联赛6阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_6	2	开启宝箱,选择6阶3星红色防具一件</r>龙魂：<color=#35e122>血月缨冠、血月战袍、血月战袍、血月虎符、血月腿甲、血月铁鞋</color></r>灵瑶：<color=#35e122>乾元发簪、乾元道袍、乾元道袍、乾元长绦、乾元朱裳、乾元云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2283	1	联赛7阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_7	2	开启宝箱,选择7阶2星红色防具一件</r>龙魂：<color=#35e122>蟠龙缨冠、蟠龙战袍、蟠龙战袍、蟠龙虎符、蟠龙腿甲、蟠龙铁鞋</color></r>灵瑶：<color=#35e122>幽幻发簪、幽幻道袍、幽幻道袍、幽幻长绦、幽幻朱裳、幽幻云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2284	1	联赛7阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_7	2	开启宝箱,选择7阶3星红色防具一件</r>龙魂：<color=#35e122>蟠龙缨冠、蟠龙战袍、蟠龙战袍、蟠龙虎符、蟠龙腿甲、蟠龙铁鞋</color></r>灵瑶：<color=#35e122>幽幻发簪、幽幻道袍、幽幻道袍、幽幻长绦、幽幻朱裳、幽幻云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2285	1	联赛8阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_8	2	开启宝箱,选择8阶2星红色防具一件</r>龙魂：<color=#35e122>真龙缨冠、真龙战袍、真龙战袍、真龙虎符、真龙腿甲、真龙铁鞋</color></r>灵瑶：<color=#35e122>灵霄发簪、灵霄道袍、灵霄道袍、灵霄长绦、灵霄朱裳、灵霄云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2286	1	联赛8阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_8	2	开启宝箱,选择8阶3星红色防具一件</r>龙魂：<color=#35e122>真龙缨冠、真龙战袍、真龙战袍、真龙虎符、真龙腿甲、真龙铁鞋</color></r>灵瑶：<color=#35e122>灵霄发簪、灵霄道袍、灵霄道袍、灵霄长绦、灵霄朱裳、灵霄云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2287	1	联赛9阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_9	2	开启宝箱,选择9阶2星红色防具一件</r>龙魂：<color=#35e122>皇极缨冠、皇极战袍、皇极战袍、皇极虎符、皇极腿甲、皇极铁鞋</color></r>灵瑶：<color=#35e122>缘生发簪、缘生道袍、缘生道袍、缘生长绦、缘生朱裳、缘生云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2288	1	联赛9阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_9	2	开启宝箱,选择9阶3星红色防具一件</r>龙魂：<color=#35e122>皇极缨冠、皇极战袍、皇极战袍、皇极虎符、皇极腿甲、皇极铁鞋</color></r>灵瑶：<color=#35e122>缘生发簪、缘生道袍、缘生道袍、缘生长绦、缘生朱裳、缘生云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2289	1	仙魔之争3胜宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱随机获得<color=#35e122>1-3</color>个炼丹材料	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2290	1	仙魔之争6胜宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱随机获得<color=#35e122>1-3</color>个炼丹材料	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2291	1	仙魔之争9胜宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱随机获得<color=#35e122>2-4</color>个炼丹材料	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2292	1	仙魔之争12胜宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱随机获得<color=#35e122>2-4</color>个炼丹材料	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2293	1	仙魔之争15胜宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱随机获得<color=#35e122>1-3</color>个炼丹材料</r>有概率获得高级炼丹材料阴魄	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2294	1	测试黄金宝箱	81	0	0	999	120	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	打开后可获得测试白金宝箱和黄金充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2295	1	测试白金宝箱	81	0	0	999	180	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	打开后可获得测试黄金宝箱和白金充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2296	1	测试钻石宝箱	81	0	0	999	200	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	打开后可获得测试钻石宝箱和钻石充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2297	1	测试至尊宝箱	81	0	0	999	220	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	打开后可获得至尊充值卡	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2298	1	王者仙盟俸禄宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启随机获得1个炼丹材料</r></r><color=#31cefb>获取途径:</color></r>王者仙盟成员每日领取	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2299	1	联赛4阶2星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_4	2	开启宝箱,选择4阶2星红色防具一件</r>龙魂：<color=#35e122>奔雷铁鞋、奔雷腿甲、奔雷虎符、奔雷战袍、奔雷缨冠、奔雷战袍</color></r>灵瑶：<color=#35e122>青云发簪、青云道袍、青云道袍、青云长绦、青云朱裳、青云云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2300	1	联赛4阶3星红色防具宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	Union_bx_4	2	开启宝箱,选择4阶3星红色防具一件</r>龙魂：<color=#35e122>奔雷铁鞋、奔雷腿甲、奔雷虎符、奔雷战袍、奔雷缨冠、奔雷战袍</color></r>灵瑶：<color=#35e122>青云发簪、青云道袍、青云道袍、青云长绦、青云朱裳、青云云靴</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2301	1	灵宠养成宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	TB_DJ_2301	2	开启宝箱后获得：</r><color=#35e122>灵宠丹*10</color></r></r><color=#31cefb>获取途径:</color></r>商城每周限购	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2302	1	仙魔成就宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得：</r><color=#35e122>兑金*1</color></r><color=#35e122>坎水*1</color></r><color=#35e122>巽木*1</color></r><color=#35e122>离火*1</color></r><color=#35e122>垠土*1</color></r></r><color=#31cefb>获取途径:</color></r>完成仙魔之争—成就	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2303	1	仙魔成就高级宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得：</r><color=#35e122>阴魄*1</color></r><color=#35e122>兑金*1</color></r><color=#35e122>坎水*1</color></r><color=#35e122>巽木*1</color></r><color=#35e122>离火*1</color></r><color=#35e122>垠土*1</color></r></r><color=#31cefb>获取途径:</color></r>完成仙魔之争—成就	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2304	1	仙魔成就高级宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	开启宝箱后获得：</r><color=#35e122>阳精*1</color></r><color=#35e122>兑金*1</color></r><color=#35e122>坎水*1</color></r><color=#35e122>巽木*1</color></r><color=#35e122>离火*1</color></r><color=#35e122>垠土*1</color></r></r><color=#31cefb>获取途径:</color></r>完成仙魔成就	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2305	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼一层</color>，铜钱找回的宝箱</r>有几率开出<color=#f8983b>3阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2306	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼一层</color>，绑玉找回的宝箱</r>有几率开出<color=#f8983b>3阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2307	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼二层</color>，铜钱找回的宝箱</r>有几率开出<color=#f8983b>4阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2308	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼二层</color>，绑玉找回的宝箱</r>有几率开出<color=#f8983b>4阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2309	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼三层</color>，铜钱找回的宝箱</r>有几率开出<color=#f8983b>5阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2310	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼三层</color>，绑玉找回的宝箱</r>有几率开出<color=#f8983b>5阶橙色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2311	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼四层</color>，铜钱找回的宝箱</r>有几率开出<color=#fa0101>5阶红色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2312	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼四层</color>，绑玉找回的宝箱</r>有几率开出<color=#fa0101>5阶红色装备</color>	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2313	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼五层</color>，铜钱找回的宝箱</r>有几率开出<color=#ec4bf6>3阶紫色装备</color> 	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2314	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼五层</color>，绑玉找回的宝箱</r>有几率开出<color=#ec4bf6>3阶紫色装备</color> 	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2315	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_1	2	历史最高通关<color=#35e122>宗门试炼六层</color>，铜钱找回的宝箱</r>有几率开出<color=#ec4bf6>3阶紫色装备</color> 	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
2316	1	宗门试炼找回宝箱	81	0	0	999	1	1	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	<%>	wp_bx_2	2	历史最高通关<color=#35e122>宗门试炼六层</color>，绑玉找回的宝箱</r>有几率开出<color=#ec4bf6>3阶紫色装备</color> 	<%>	0	0	0	0	BoxInfoWin	1	1	0	0		宝箱
